cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00055,.00005,,61,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000925,0,,60,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00015,.000075,,6,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000775,0,,59,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000525,.00005,,58,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00095,0,,57,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000725,0,,56,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000775,0,,55,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00085,0,,54,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0001,,538,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000125,,537,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,0,,536,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000125,.00005,,535,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0004,,534,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0001,,533,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000075,.00015,,532,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00005,,531,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00025,,530,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0004,0,,53,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000225,,529,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000075,,528,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.000275,,527,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0001,,526,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00015,,525,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0001,,524,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000125,,523,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00035,,522,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000225,,521,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00015,,520,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0008,0,,52,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0001,,519,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000425,,518,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0001,,517,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000225,,516,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.0004,,515,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0001,,514,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000425,,513,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00035,,512,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00015,,511,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000175,,510,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00095,0,,51,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000675,,509,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.0001,,508,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00045,,507,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.000475,,506,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000425,,505,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0005,,504,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000575,,503,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00015,,502,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0005,,501,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000525,,500,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000225,.000025,,50,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0001,0,,5,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00045,,499,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0007,,498,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000225,,497,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0004,,496,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000725,,495,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0003,,494,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0007,,493,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.001,,492,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000325,,491,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.0006,,490,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0009,.000025,,49,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.0009,,489,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.000225,,488,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00095,,487,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0008,,486,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0004,,485,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00085,,484,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000775,,483,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000725,,482,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00095,,481,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.000525,,480,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0006,.000025,,48,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000775,,479,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000925,,478,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.00055,,477,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.001,,476,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00095,,475,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0005,,474,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0008,,473,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.00095,,472,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.000575,,471,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.001,,470,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000325,0,,47,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00065,,469,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000825,,468,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.001,,467,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.001375,,466,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.001025,,465,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.001375,,464,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00085,,463,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0014,,462,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00115,,461,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.000725,,460,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.001,0,,46,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.000625,,459,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.001425,,458,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000875,,457,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00165,,456,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0018,,455,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.000825,,454,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0015,,453,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00105,,452,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000075,.001275,,451,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.001825,,450,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0007,0,,45,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.001175,,449,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00095,,448,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.001575,,447,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.00165,,446,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.002,,445,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00235,,444,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00105,,443,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0018,,442,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.002425,,441,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.0016,,440,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0003,0,,44,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.0019,,439,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.002975,,438,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000125,.001375,,437,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00245,,436,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.004375,,435,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.001625,,434,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.00115,,433,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0001,.002625,,432,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.002925,,431,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000125,.001525,,430,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000725,0,,43,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.00295,,429,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.0033,,428,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000075,.002575,,427,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.00315,,426,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.005375,,425,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.00185,,424,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000175,.002175,,423,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0062,,422,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.003125,,421,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000275,.001475,,420,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0004,0,,42,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000075,.0054,,419,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00185,,418,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.0015,,417,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0001,.011025,,416,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.004175,,415,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.001325,,414,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0001,.016225,,413,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000075,.010475,,412,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000225,.001025,,411,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.002225,,410,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000225,0,,41,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.002075,,409,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000375,.0012,,408,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000175,.002775,,407,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000025,.00605,,406,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0001,.001075,,405,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00025,.001275,,404,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000125,.002075,,403,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",0,.0013,,402,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000125,.001,,401,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000325,.004225,,400,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0007,0,,40,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0004,0,,4,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0003,.00145,,399,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.001,,398,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000125,.006875,,397,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00025,.003425,,396,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0001,.00145,,395,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0002,.0034,,394,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000175,.00145,,393,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00025,.000825,,392,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0003,.003475,,391,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00015,.003525,,390,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00045,0,,39,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000325,.0015,,389,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.001075,.004425,,388,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0005,.001725,,387,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000075,.001575,,386,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00005,.00125,,385,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0008,.0021,,384,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000525,.001425,,383,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000375,.00175,,382,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000575,.00355,,381,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00035,.0015,,380,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000525,0,,38,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000525,.001675,,379,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00045,.00525,,378,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000775,.002125,,377,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.001025,.001525,,376,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000525,.01105,,375,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0008,.00665,,374,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00035,.0017,,373,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.00035,.00445,,372,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0006,.002375,,371,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.001125,.001125,,370,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0005,0,,37,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0007,.004,,369,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0002,.006825,,368,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0009,.001925,,367,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0011,.0012,,366,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.0004,.0029,,365,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000775,.002025,,364,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.004475,.002,,363,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.004425,.005775,,362,14:02:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.000475,.00275,,361,14:02:03  3 Sep 2020,40000
